date,hash,allocation,amount,description
2025-11-05,4204795B74B684627263C3BCD9B4E5CB91AD7681E2690495870EEC075852E11F,dev-fund,+69799999.0,liquidity
2025-11-05,3CE11B48D2E9C0B5CB2C82973E4E6D7CD676C4FF189E34CD6024D145BE820CA2,dev-fund,+199999.0,liquidity
2025-11-05,B5E018971934105B172307793C1BBEEA34E374D58B3F0CFC473766EE2EBCF992,dev-fund,+249999999.0,liquidity
2025-11-05,0F46F35F1ED886137A730658B0FFDAF50F9EBE61A4C905663D028E46C0993535,dev-fund,-36360000.0,creative direction & strategy
